Date,Open,High,Low,Close,Adj Close,Volume
2018-03-05,7222.890137,7350.069824,7205.310059,7330.709961,7330.709961,2066350000
2018-03-06,7366.609863,7378.029785,7319.680176,7372.009766,7372.009766,2112570000
2018-03-07,7311.740234,7403.790039,7311.740234,7396.649902,7396.649902,2192230000
2018-03-08,7422.770020,7435.009766,7391.500000,7427.950195,7427.950195,2272110000
2018-03-09,7475.979980,7560.810059,7469.029785,7560.810059,7560.810059,2302930000
2018-03-12,7581.040039,7609.100098,7563.439941,7588.319824,7588.319824,2294440000
2018-03-13,7627.520020,7637.270020,7492.979980,7511.009766,7511.009766,2448830000
2018-03-14,7539.779785,7544.890137,7473.899902,7496.810059,7496.810059,2104450000
2018-03-15,7509.240234,7525.439941,7463.189941,7481.740234,7481.740234,1991570000
2018-03-16,7504.370117,7514.209961,7473.680176,7481.990234,7481.990234,3046990000
2018-03-19,7419.200195,7421.229980,7285.270020,7344.240234,7344.240234,2324430000
2018-03-20,7353.250000,7380.740234,7331.240234,7364.299805,7364.299805,1967690000
2018-03-21,7347.500000,7415.660156,7325.350098,7345.290039,7345.290039,1988390000
2018-03-22,7257.549805,7303.189941,7164.379883,7166.680176,7166.680176,2347160000
2018-03-23,7170.680176,7194.310059,6992.669922,6992.669922,6992.669922,2390410000
2018-03-26,7125.200195,7225.830078,7022.339844,7220.540039,7220.540039,2326060000
2018-03-27,7255.470215,7255.540039,6963.680176,7008.810059,7008.810059,2325990000
2018-03-28,6978.299805,7036.089844,6901.069824,6949.229980,6949.229980,2518670000
2018-03-29,6984.660156,7120.459961,6935.779785,7063.450195,7063.450195,2554500000
2018-04-02,7016.169922,7044.709961,6805.959961,6870.120117,6870.120117,2394730000
2018-04-03,6924.350098,6963.709961,6835.229980,6941.279785,6941.279785,2328510000
2018-04-04,6811.770020,7059.290039,6811.770020,7042.109863,7042.109863,2254070000
2018-04-05,7099.250000,7112.379883,7036.620117,7076.549805,7076.549805,2124660000
2018-04-06,6999.569824,7066.640137,6877.759766,6915.109863,6915.109863,2350540000
2018-04-09,6971.450195,7074.950195,6944.959961,6950.339844,6950.339844,2080900000
2018-04-10,7060.990234,7117.979980,7014.879883,7094.299805,7094.299805,2238770000
2018-04-11,7055.000000,7128.540039,7055.000000,7069.029785,7069.029785,1852120000
2018-04-12,7112.020020,7166.000000,7105.089844,7140.250000,7140.250000,2021110000
2018-04-13,7179.620117,7183.620117,7078.140137,7106.649902,7106.649902,1743640000
2018-04-16,7153.870117,7178.509766,7115.850098,7156.279785,7156.279785,1795950000
2018-04-17,7215.120117,7298.589844,7206.549805,7281.100098,7281.100098,1913230000
2018-04-18,7292.379883,7319.580078,7259.899902,7295.240234,7295.240234,1893220000
2018-04-19,7258.609863,7277.450195,7215.169922,7238.060059,7238.060059,1963950000
2018-04-20,7220.640137,7222.990234,7123.490234,7146.129883,7146.129883,1921790000
2018-04-23,7173.990234,7195.720215,7094.430176,7128.600098,7128.600098,1737370000
2018-04-24,7160.770020,7171.669922,6961.520020,7007.350098,7007.350098,2149250000
2018-04-25,7009.990234,7030.740234,6926.970215,7003.740234,7003.740234,2026690000
2018-04-26,7080.490234,7143.939941,7055.660156,7118.680176,7118.680176,2127140000
2018-04-27,7195.520020,7197.149902,7083.950195,7119.799805,7119.799805,2027530000
2018-04-30,7133.950195,7169.799805,7065.410156,7066.270020,7066.270020,1987020000
2018-05-01,7053.649902,7133.270020,7036.180176,7130.700195,7130.700195,1929110000
2018-05-02,7138.450195,7169.459961,7094.720215,7100.899902,7100.899902,2144200000
2018-05-03,7065.029785,7112.589844,6991.140137,7088.149902,7088.149902,2345740000
2018-05-04,7065.669922,7228.259766,7057.890137,7209.620117,7209.620117,2022230000
2018-05-07,7241.819824,7291.740234,7235.759766,7265.209961,7265.209961,1939980000
2018-05-08,7255.339844,7278.810059,7224.700195,7266.899902,7266.899902,2054830000
2018-05-09,7281.529785,7344.799805,7259.049805,7339.910156,7339.910156,2241480000
2018-05-10,7355.899902,7414.149902,7353.629883,7404.970215,7404.970215,2233460000
2018-05-11,7393.970215,7417.669922,7372.259766,7402.879883,7402.879883,2083030000
2018-05-14,7429.450195,7458.419922,7401.890137,7411.319824,7411.319824,2075670000
2018-05-15,7361.299805,7363.520020,7320.970215,7351.629883,7351.629883,2114040000
2018-05-16,7356.220215,7413.319824,7356.160156,7398.299805,7398.299805,2083660000
2018-05-17,7379.580078,7425.390137,7350.459961,7382.470215,7382.470215,1931700000
2018-05-18,7364.339844,7381.160156,7343.970215,7354.339844,7354.339844,1966710000
2018-05-21,7406.339844,7431.830078,7368.209961,7394.040039,7394.040039,1949100000
2018-05-22,7420.850098,7432.529785,7370.330078,7378.459961,7378.459961,1908280000
2018-05-23,7335.029785,7426.779785,7334.620117,7425.959961,7425.959961,1980450000
2018-05-24,7421.990234,7435.379883,7357.500000,7424.430176,7424.430176,1992460000
2018-05-25,7422.200195,7452.850098,7415.580078,7433.850098,7433.850098,1757660000
2018-05-29,7398.509766,7435.129883,7354.290039,7396.589844,7396.589844,2087370000
2018-05-30,7428.410156,7473.810059,7423.669922,7462.450195,7462.450195,2049450000
2018-05-31,7455.580078,7492.419922,7431.410156,7442.120117,7442.120117,2514610000
2018-06-01,7487.660156,7557.379883,7487.229980,7554.330078,7554.330078,2208600000
2018-06-04,7570.080078,7607.169922,7561.200195,7606.459961,7606.459961,2142790000
2018-06-05,7621.359863,7644.479980,7602.379883,7637.859863,7637.859863,2058630000
2018-06-06,7652.799805,7691.649902,7622.310059,7689.240234,7689.240234,2191750000
2018-06-07,7697.410156,7697.410156,7597.660156,7635.069824,7635.069824,2328280000
2018-06-08,7607.740234,7653.580078,7595.140137,7645.509766,7645.509766,1941580000
2018-06-11,7647.240234,7677.290039,7642.870117,7659.930176,7659.930176,1942940000
2018-06-12,7673.870117,7708.250000,7669.529785,7703.790039,7703.790039,2006760000
2018-06-13,7713.899902,7748.959961,7686.649902,7695.700195,7695.700195,2172770000
2018-06-14,7723.529785,7768.600098,7723.529785,7761.040039,7761.040039,2188230000
2018-06-15,7725.029785,7755.720215,7704.339844,7746.379883,7746.379883,3043790000
2018-06-18,7692.959961,7749.359863,7676.830078,7747.029785,7747.029785,2093950000
2018-06-19,7658.470215,7727.410156,7635.729980,7725.589844,7725.589844,2269000000
2018-06-20,7764.149902,7806.600098,7755.479980,7781.509766,7781.509766,2305100000
2018-06-21,7800.299805,7803.450195,7699.200195,7712.950195,7712.950195,2315880000
2018-06-22,7739.689941,7739.709961,7679.120117,7692.819824,7692.819824,3928340000
2018-06-25,7631.120117,7639.729980,7477.729980,7532.009766,7532.009766,2415090000
2018-06-26,7553.740234,7597.490234,7527.000000,7561.629883,7561.629883,2058640000
2018-06-27,7586.330078,7610.669922,7444.169922,7445.080078,7445.080078,2306430000
2018-06-28,7438.109863,7526.069824,7419.560059,7503.680176,7503.680176,2195400000
2018-06-29,7544.129883,7573.589844,7502.950195,7510.299805,7510.299805,2192010000
2018-07-02,7451.899902,7568.100098,7443.100098,7567.689941,7567.689941,1767910000
2018-07-03,7593.629883,7594.330078,7498.500000,7502.669922,7502.669922,1179310000
2018-07-05,7550.660156,7589.189941,7511.430176,7586.430176,7586.430176,1745030000
2018-07-06,7595.930176,7695.810059,7588.649902,7688.390137,7688.390137,1704580000
2018-07-09,7731.740234,7757.279785,7702.060059,7756.200195,7756.200195,1837330000
2018-07-10,7770.629883,7777.479980,7731.979980,7759.200195,7759.200195,1725210000
2018-07-11,7698.509766,7748.160156,7696.580078,7716.609863,7716.609863,1761420000
2018-07-12,7752.709961,7825.669922,7746.759766,7823.919922,7823.919922,1926110000
2018-07-13,7827.620117,7843.520020,7803.339844,7825.979980,7825.979980,1714140000
